season,league_match,home,team_1,team_2,outcome,goals_conceded_t1,goals_conceced_t2,goals_scored_t1,goals_scored_t2,home_wins_t1,home_wins_t2,away_wins_t1,away_wins_t2,home_losses_t1,home_losses_t2,away_losses_t1,away_losses_t2,home_draws_t1,home_draws_t2,away_draws_t1,away_draws_t2,rank_position_t1,rank_position_t2,wins_streak_t1,wins_streak_t2,draws_streak_t1,draws_streak_t2,losses_streak_t1,losses_streak_t2
2010,19,team_1,Tenerife,Valencia,draw,36,18,16,35,4,4,0,7,3,1,7,1,2,4,2,1,18,3,0,3,1,0,0,0
2010,19,team_1,Xerez,Osasuna,team_2,32,20,7,16,1,3,0,2,6,3,6,5,2,3,3,2,20,13,0,1,1,0,0,0
2010,19,team_1,Espanyol,Mallorca,draw,25,20,12,32,4,9,1,1,3,0,6,5,2,0,2,3,14,4,0,1,0,0,1,0
2010,19,team_1,Getafe,Atlético,team_1,24,30,26,30,6,4,3,2,2,2,7,5,0,3,0,2,8,11,0,3,0,0,2,0
2010,19,team_1,Real Madrid,Málaga,team_1,14,24,42,21,9,3,4,0,0,4,3,3,0,3,2,5,2,16,0,1,0,0,1,0
2010,20,team_2,Athletic,Espanyol,team_2,24,26,24,13,5,4,4,1,3,3,4,6,1,3,2,2,8,14,0,0,0,1,1,0
2010,20,team_2,Barcelona,Real Sporting,team_1,10,21,49,20,8,5,7,1,0,2,0,5,1,3,3,3,1,10,3,0,0,0,0,2
2010,20,team_2,Real Madrid,Deportivo,team_1,14,19,44,23,10,6,4,4,0,2,3,3,0,2,2,2,2,5,1,1,0,0,0,0
2010,20,team_2,Mallorca,Xerez,team_2,21,34,33,8,9,1,1,0,0,7,5,6,0,2,4,3,4,20,0,0,1,0,0,1
2010,20,team_2,Osasuna,Villarreal,team_1,21,27,18,31,3,6,3,1,3,1,5,6,3,3,2,2,13,9,2,1,0,0,0,0
2010,20,team_2,Real Zaragoza,Tenerife,team_1,41,36,20,16,3,4,0,0,3,3,8,7,3,3,2,2,19,18,0,0,0,2,1,0
2010,20,team_2,Racing,Getafe,draw,27,24,23,27,2,7,4,3,5,2,3,7,2,0,3,0,11,7,1,1,0,0,0,0
2010,20,team_2,Almería,Real Valladolid,draw,29,35,18,23,3,2,1,1,2,4,7,4,4,4,2,4,15,17,0,0,0,0,1,1
2010,20,team_2,Málaga,Atlético,team_1,26,31,21,30,3,4,0,2,4,2,4,6,3,3,5,2,16,12,0,0,0,0,1,1
2010,20,team_2,Valencia,Sevilla,team_2,18,21,35,29,4,5,7,5,1,2,1,4,4,3,2,0,3,6,0,1,1,0,0,0
2010,21,team_2,Real Valladolid,Valencia,team_2,36,20,24,36,2,4,1,7,4,1,4,2,5,4,4,2,17,3,0,0,1,0,0,1
2010,21,team_2,Getafe,Barcelona,team_2,24,10,27,50,7,8,3,8,2,0,7,0,1,1,0,3,7,1,0,4,1,0,0,0
2010,21,team_2,Espanyol,Real Madrid,team_2,26,15,14,47,5,10,1,5,3,0,6,3,3,0,2,2,14,2,1,2,0,0,0,0
2010,21,team_2,Deportivo,Málaga,draw,22,26,24,23,6,3,4,1,3,4,3,4,2,3,2,5,6,15,0,1,0,0,1,0
2010,21,team_2,Xerez,Athletic,team_2,35,25,10,24,2,5,0,4,7,3,6,5,2,1,3,2,20,8,1,0,0,0,0,2
2010,21,team_2,Villarreal,Mallorca,team_2,29,23,31,34,6,9,1,1,2,0,6,6,3,0,2,4,10,5,0,0,0,0,1,1
2010,21,team_2,Tenerife,Osasuna,team_2,39,21,17,20,4,3,0,4,4,3,7,5,3,3,2,2,19,9,0,3,0,0,1,0
2010,21,team_2,Real Sporting,Almería,team_2,22,30,20,19,5,3,1,1,3,2,5,7,3,4,3,3,12,16,0,0,0,1,3,0
2010,21,team_2,Sevilla,Real Zaragoza,team_2,22,42,31,23,6,3,5,1,2,3,4,8,3,3,0,2,4,18,2,1,0,0,0,0
2010,21,team_2,Atlético,Racing,draw,33,27,30,23,4,2,2,4,3,5,6,3,3,2,2,4,13,11,0,0,0,1,2,0
2010,22,team_2,Valencia,Real Sporting,draw,20,25,38,21,5,5,7,1,1,3,2,6,4,3,2,3,3,13,1,0,0,0,0,4
2010,22,team_2,Real Madrid,Xerez,team_1,15,38,50,12,11,2,5,0,0,7,3,7,0,2,2,3,2,20,3,0,0,0,0,1
2010,22,team_2,Athletic,Villarreal,team_2,27,30,27,31,6,6,4,1,3,2,5,7,1,3,2,2,7,10,1,0,0,0,0,2
2010,22,team_2,Deportivo,Espanyol,team_2,22,29,24,14,6,5,4,1,3,3,3,7,2,3,3,2,6,14,0,0,1,0,0,1
2010,22,team_2,Almería,Getafe,draw,31,26,22,28,4,7,1,3,2,2,7,8,4,1,3,0,15,8,1,0,0,0,0,1
2010,22,team_2,Real Zaragoza,Real Valladolid,draw,43,38,25,24,4,2,1,1,3,4,8,5,3,5,2,4,17,18,2,0,0,0,0,1
2010,22,team_2,Málaga,Racing,team_1,26,28,23,24,3,2,1,4,4,5,4,3,4,3,5,4,16,11,0,0,1,2,0,0
2010,22,team_2,Osasuna,Sevilla,team_2,21,24,21,32,4,6,4,5,3,2,5,5,3,3,2,0,9,5,4,0,0,0,0,1
2010,22,team_2,Barcelona,Atlético,team_2,11,34,52,31,9,4,8,2,0,3,0,6,1,3,3,3,1,12,5,0,0,1,0,0
2010,22,team_2,Mallorca,Tenerife,team_2,23,40,35,17,10,4,1,0,0,4,6,8,0,3,4,2,4,19,1,0,0,0,0,2
2010,23,team_2,Xerez,Deportivo,team_2,41,24,12,24,2,6,0,4,8,3,7,4,2,2,3,3,20,6,0,0,0,0,2,1
2010,23,team_2,Racing,Barcelona,team_2,31,13,24,53,2,9,4,8,6,0,3,1,3,1,4,3,13,1,0,0,0,0,1,1
2010,23,team_2,Sevilla,Mallorca,team_1,24,24,33,35,7,10,5,1,2,0,5,7,3,0,0,4,4,5,1,0,0,0,0,1
2010,23,team_2,Real Sporting,Real Zaragoza,team_1,26,44,22,26,5,4,1,1,3,3,6,8,4,3,3,3,14,17,0,0,1,1,0,0
2010,23,team_2,Real Valladolid,Osasuna,draw,39,22,25,21,2,4,1,4,4,3,5,6,6,3,4,2,19,9,0,0,1,0,0,1
2010,23,team_2,Tenerife,Athletic,team_2,40,29,18,28,5,6,0,4,4,3,8,6,3,1,2,2,18,7,1,0,0,0,0,1
2010,23,team_2,Espanyol,Málaga,team_2,29,26,16,26,6,3,1,2,3,4,7,4,3,4,2,5,12,15,1,1,0,0,0,0
2010,23,team_2,Atlético,Almería,team_2,35,33,33,24,5,4,2,1,3,2,6,7,3,4,3,4,11,16,1,0,0,1,0,0
2010,23,team_2,Villarreal,Real Madrid,team_2,31,15,33,53,7,11,1,6,2,0,7,3,3,0,2,2,10,2,1,4,0,0,0,0
2010,23,team_2,Getafe,Valencia,team_2,28,21,30,39,7,5,3,7,2,1,8,2,2,4,0,3,8,3,0,0,1,1,0,0
2010,24,team_2,Real Zaragoza,Getafe,team_1,47,30,27,31,4,7,1,3,4,2,8,9,3,2,3,0,17,8,0,0,0,0,1,1
2010,24,team_2,Real Madrid,Tenerife,team_1,17,44,59,19,12,5,6,0,0,4,3,9,0,3,2,2,2,19,5,0,0,0,0,1
2010,24,team_2,Málaga,Barcelona,team_2,27,13,28,57,4,10,2,8,4,0,4,1,4,1,5,3,12,1,2,1,0,0,0,0
2010,24,team_2,Almería,Racing,team_1,33,35,25,24,5,2,1,4,2,6,7,4,4,3,4,4,15,16,1,0,0,0,0,2
2010,24,team_2,Osasuna,Real Sporting,team_2,23,27,22,25,4,5,4,2,3,3,6,6,4,4,2,3,9,11,0,1,1,0,0,0
2010,24,team_2,Mallorca,Real Valladolid,team_1,27,40,36,26,10,2,1,1,1,4,7,5,0,6,4,5,6,18,0,0,0,2,2,0
2010,24,team_2,Deportivo,Villarreal,team_2,25,37,26,35,7,7,4,1,3,2,4,8,2,3,3,2,5,10,1,0,0,0,0,1
2010,24,team_2,Espanyol,Xerez,draw,31,43,17,13,6,2,1,0,3,8,8,8,3,2,2,3,14,20,0,0,0,0,1,3
2010,24,team_2,Athletic,Sevilla,draw,30,25,32,36,7,7,4,6,3,2,6,5,1,3,2,0,7,4,1,2,0,0,0,0
2010,24,team_2,Valencia,Atlético,team_2,22,36,41,33,6,5,7,2,1,3,2,7,4,3,3,3,3,13,1,0,0,0,0,1
2010,25,team_2,Tenerife,Deportivo,team_2,49,26,20,26,5,7,0,4,5,3,9,5,3,2,2,3,19,6,0,0,0,0,2,1
2010,25,team_2,Barcelona,Almería,draw,14,33,59,27,11,5,8,2,0,2,1,7,1,4,3,4,1,13,2,2,0,0,0,0
2010,25,team_2,Sevilla,Real Madrid,team_2,25,18,36,64,7,12,6,7,2,0,5,3,4,0,0,2,4,2,0,5,1,0,0,0
2010,25,team_2,Getafe,Osasuna,draw,32,26,31,24,7,4,3,4,3,3,9,7,2,4,0,2,8,11,0,0,0,0,2,1
2010,25,team_2,Real Sporting,Mallorca,team_2,29,28,28,38,6,10,2,2,3,1,6,7,4,0,3,4,10,5,2,1,0,0,0,0
2010,25,team_2,Villarreal,Espanyol,draw,37,32,36,18,8,6,1,1,2,3,8,8,3,3,2,3,9,15,1,0,0,1,0,0
2010,25,team_2,Xerez,Málaga,team_1,44,29,14,29,2,4,0,2,8,4,8,5,3,4,3,5,20,14,0,0,1,0,0,1
2010,25,team_2,Real Valladolid,Athletic,team_2,42,30,27,32,2,7,1,4,5,3,5,6,6,1,5,3,18,7,0,0,0,1,1,0
2010,25,team_2,Atlético,Real Zaragoza,draw,37,47,37,29,6,4,2,2,3,4,7,8,3,3,3,3,12,17,1,1,0,0,0,0
2010,25,team_2,Racing,Valencia,draw,37,26,24,42,2,6,4,7,7,1,4,3,3,4,4,3,16,3,0,0,0,0,3,1
2010,26,team_2,Mallorca,Getafe,team_2,28,32,41,31,11,7,2,3,1,3,7,9,0,2,4,1,5,8,2,0,0,1,0,0
2010,26,team_2,Athletic,Real Sporting,draw,30,32,34,28,8,6,4,2,3,3,6,7,1,4,3,3,7,12,1,0,0,0,0,1
2010,26,team_2,Deportivo,Sevilla,draw,27,28,29,38,8,7,4,6,3,2,5,6,2,4,3,0,6,4,1,0,0,0,0,1
2010,26,team_2,Real Zaragoza,Racing,draw,48,37,30,24,4,2,2,4,4,7,8,4,4,3,3,5,17,16,0,0,1,1,0,0
2010,26,team_2,Xerez,Villarreal,team_2,46,37,18,36,2,8,1,1,8,2,8,8,3,3,3,3,20,9,1,0,0,1,0,0
2010,26,team_2,Espanyol,Tenerife,team_2,32,52,18,21,6,5,1,0,3,5,8,10,4,3,3,2,14,19,0,0,2,0,0,3
2010,26,team_2,Málaga,Almería,team_2,33,35,31,29,4,5,2,2,5,2,5,7,4,5,5,4,15,13,0,0,0,1,2,0
2010,26,team_2,Valencia,Barcelona,team_2,26,16,42,61,6,11,7,8,1,0,3,1,5,1,3,4,3,1,0,0,1,1,0,0
2010,26,team_2,Real Madrid,Real Valladolid,team_1,20,44,67,27,13,2,7,1,0,5,3,6,0,6,2,5,2,18,5,0,0,0,0,2
2010,26,team_2,Osasuna,Atlético,team_2,26,38,24,38,4,6,4,2,3,3,7,7,5,3,2,4,11,10,0,0,1,1,0,0
2010,27,team_2,Getafe,Athletic,draw,32,30,34,34,8,8,3,4,3,3,9,6,2,1,1,4,8,7,1,0,0,1,0,0
2010,27,team_2,Tenerife,Xerez,team_2,53,48,25,18,6,2,0,1,5,8,10,9,3,3,2,3,18,20,1,0,0,0,0,1
2010,27,team_2,Real Valladolid,Deportivo,team_1,48,28,28,30,2,8,1,4,6,3,6,5,6,2,5,4,19,6,0,0,0,1,3,0
2010,27,team_2,Real Sporting,Real Madrid,team_2,32,21,28,71,6,13,2,8,3,0,7,3,5,0,3,2,12,2,0,5,1,0,0,0
2010,27,team_2,Sevilla,Espanyol,team_2,29,36,39,19,7,6,6,1,2,3,6,9,5,4,0,3,4,14,0,0,1,0,0,1
2010,27,team_2,Racing,Osasuna,team_1,37,27,24,24,2,4,4,4,7,3,4,8,4,5,5,2,16,13,0,0,2,0,0,1
2010,27,team_2,Atlético,Mallorca,team_2,38,31,39,41,7,11,2,2,3,1,7,8,3,0,4,4,10,5,1,0,0,0,0,1
2010,27,team_2,Villarreal,Málaga,team_2,37,34,38,31,9,4,1,2,2,5,8,6,3,4,3,5,9,15,1,0,0,0,0,3
2010,27,team_2,Almería,Valencia,team_2,35,29,30,42,6,6,2,7,2,1,7,4,5,5,4,3,11,3,1,0,0,0,0,1
2010,27,team_2,Barcelona,Real Zaragoza,team_1,16,48,64,30,12,4,8,2,0,4,1,8,1,4,4,4,1,17,1,0,0,2,0,0
2010,28,team_2,Deportivo,Real Sporting,team_2,30,35,30,29,8,6,4,2,4,3,5,8,2,5,4,3,7,12,0,0,0,0,1,1
2010,28,team_2,Xerez,Sevilla,draw,49,31,20,39,3,7,1,6,8,2,9,7,3,5,3,0,20,5,1,0,0,0,0,1
2010,28,team_2,Villarreal,Tenerife,draw,39,55,38,26,9,6,1,0,2,5,9,11,3,3,3,2,9,19,0,0,0,0,1,1
2010,28,team_2,Espanyol,Real Valladolid,draw,36,48,21,30,7,2,1,2,3,6,9,6,4,6,3,5,14,18,1,1,0,0,0,0
2010,28,team_2,Real Zaragoza,Almería,team_2,52,37,32,30,4,6,2,2,5,2,8,8,4,5,4,4,17,11,0,0,0,0,1,1
2010,28,team_2,Osasuna,Barcelona,team_2,30,18,25,68,4,12,4,9,4,0,8,1,5,1,2,4,13,1,0,2,0,0,2,0
2010,28,team_2,Mallorca,Racing,draw,32,38,45,27,12,2,2,5,1,7,8,4,0,4,4,5,4,16,1,1,0,0,0,0
2010,28,team_2,Málaga,Valencia,team_2,34,29,33,44,5,7,2,7,5,1,6,4,4,5,5,3,15,3,1,1,0,0,0,0
2010,28,team_2,Real Madrid,Getafe,team_1,22,34,74,36,14,8,8,3,0,3,3,9,0,2,2,2,2,8,5,0,0,1,0,0
2010,28,team_2,Athletic,Atlético,team_2,32,42,36,40,8,7,4,2,3,3,6,8,2,3,4,4,6,10,0,0,2,0,0,1
2010,29,team_2,Tenerife,Málaga,draw,57,35,28,33,6,5,0,2,5,5,11,7,4,4,2,5,19,16,0,0,1,0,0,1
2010,29,team_2,Barcelona,Mallorca,team_1,18,32,70,45,13,12,9,2,0,1,1,8,1,0,4,5,1,4,3,0,0,1,0,0
2010,29,team_2,Valencia,Real Zaragoza,team_2,29,53,45,32,8,4,7,2,1,5,4,9,5,4,3,4,3,17,2,0,0,0,0,2
2010,29,team_2,Real Sporting,Espanyol,draw,36,36,31,21,7,7,2,1,3,3,8,9,5,4,3,4,12,13,1,0,0,1,0,0
2010,29,team_2,Getafe,Deportivo,team_1,38,32,38,31,8,8,3,4,4,4,9,6,2,2,2,4,8,7,0,0,0,0,1,2
2010,29,team_2,Real Valladolid,Xerez,team_2,48,50,30,21,2,3,2,1,6,8,6,9,7,3,5,4,18,20,0,0,1,1,0,0
2010,29,team_2,Almería,Osasuna,team_2,37,32,31,25,7,4,2,4,2,4,8,9,5,5,4,2,11,15,1,0,0,0,0,3
2010,29,team_2,Sevilla,Villarreal,team_2,32,41,40,40,7,9,6,1,2,2,7,9,6,3,0,4,5,9,0,0,1,1,0,0
2010,29,team_2,Atlético,Real Madrid,team_2,42,24,42,78,8,14,2,9,3,0,8,3,3,0,4,2,10,2,1,5,0,0,0,0
2010,29,team_2,Racing,Athletic,team_2,38,34,27,36,2,8,5,4,7,3,4,7,5,2,5,4,14,6,0,0,1,0,0,1
2010,30,team_2,Málaga,Real Zaragoza,team_2,36,53,34,35,5,5,2,2,5,5,7,9,5,4,5,4,15,17,0,1,1,0,0,0
2010,30,team_2,Athletic,Barcelona,team_2,37,18,40,71,9,13,4,10,3,0,7,1,2,1,4,4,6,1,1,4,0,0,0,0
2010,30,team_2,Tenerife,Sevilla,team_2,58,35,29,40,6,7,0,6,5,2,11,8,4,6,3,0,18,5,0,0,2,0,0,1
2010,30,team_2,Espanyol,Getafe,draw,36,39,21,41,7,8,1,4,3,4,9,9,5,2,4,2,14,8,0,1,2,0,0,0
2010,30,team_2,Xerez,Real Sporting,draw,50,36,24,31,4,7,1,2,8,3,9,8,3,5,4,4,20,12,1,0,0,1,0,0
2010,30,team_2,Villarreal,Real Valladolid,team_1,41,51,43,30,10,2,1,2,2,6,9,7,3,7,4,5,9,19,1,0,0,0,0,1
2010,30,team_2,Mallorca,Almería,draw,33,38,45,31,12,7,2,2,2,2,8,9,0,5,5,4,4,11,0,0,0,0,1,1
2010,30,team_2,Osasuna,Valencia,team_2,32,32,26,45,5,8,4,7,4,1,9,5,5,5,2,3,13,3,1,0,0,0,0,1
2010,30,team_2,Real Madrid,Racing,team_1,26,42,81,30,15,2,9,5,0,7,3,5,0,5,2,5,2,16,5,0,0,0,0,1
2010,30,team_2,Deportivo,Atlético,team_2,35,45,32,44,8,8,4,2,5,3,6,9,2,3,4,4,7,10,0,0,0,0,3,1
2010,31,team_2,Sevilla,Málaga,team_1,35,38,43,34,8,5,6,2,2,5,8,8,6,5,0,5,4,16,1,0,0,0,0,1
2010,31,team_2,Real Valladolid,Tenerife,draw,53,61,30,29,2,6,2,0,7,5,7,12,7,4,5,3,19,18,0,0,0,0,2,1
2010,31,team_2,Real Sporting,Villarreal,team_2,38,41,33,45,7,10,2,2,3,2,8,9,6,3,4,4,12,7,0,2,2,0,0,0
2010,31,team_2,Getafe,Xerez,team_1,40,52,42,26,8,4,4,1,4,8,9,9,3,3,2,5,9,20,0,0,1,1,0,0
2010,31,team_2,Barcelona,Real Madrid,team_1,19,26,75,83,14,15,10,10,0,0,1,3,1,0,4,2,1,2,5,5,0,0,0,0
2010,31,team_2,Almería,Athletic,team_2,39,41,32,41,7,9,2,4,2,3,9,8,6,2,4,4,11,6,0,0,1,0,0,1
2010,31,team_2,Racing,Deportivo,draw,44,38,30,32,2,8,5,4,8,5,5,7,5,2,5,4,17,8,0,0,0,0,2,4
2010,31,team_2,Real Zaragoza,Osasuna,team_2,53,35,37,26,6,5,2,4,5,4,9,10,4,5,4,2,15,13,2,0,0,0,0,1
2010,31,team_2,Atlético,Espanyol,team_2,45,37,47,22,9,7,2,1,3,3,9,9,3,5,4,5,10,14,1,0,0,3,0,0
2010,31,team_2,Valencia,Mallorca,team_2,32,34,48,46,9,12,7,2,1,2,5,8,5,0,3,6,3,5,1,0,0,1,0,0
2010,32,team_2,Sevilla,Real Valladolid,team_2,36,53,45,30,8,2,7,2,2,7,8,7,6,7,0,6,4,19,2,0,0,1,0,0
2010,32,team_2,Tenerife,Real Sporting,team_1,61,39,29,33,6,7,0,2,5,3,12,9,5,6,3,4,18,11,0,0,1,0,0,1
2010,32,team_2,Villarreal,Getafe,team_2,41,40,46,43,11,8,2,5,2,4,9,9,3,3,4,2,7,8,3,1,0,0,0,0
2010,32,team_2,Mallorca,Real Zaragoza,draw,36,55,49,37,13,6,2,2,2,5,8,10,0,4,6,4,5,16,1,0,0,0,0,1
2010,32,team_2,Málaga,Osasuna,draw,40,35,35,28,5,6,2,4,6,4,8,10,5,5,5,2,17,13,0,1,0,0,2,0
2010,32,team_2,Espanyol,Racing,team_2,37,45,25,31,8,2,1,5,3,8,9,5,5,5,5,6,12,15,1,0,0,1,0,0
2010,32,team_2,Xerez,Atlético,team_1,53,48,26,47,4,9,1,2,9,3,9,10,3,3,5,4,20,10,0,0,0,0,1,1
2010,32,team_2,Deportivo,Barcelona,team_2,39,19,33,77,8,14,4,11,5,0,7,1,3,1,4,4,9,1,0,5,1,0,0,0
2010,32,team_2,Real Madrid,Almería,team_1,28,43,83,33,15,7,10,2,1,2,3,10,0,6,2,4,2,14,0,0,0,0,1,1
2010,32,team_2,Athletic,Valencia,team_2,42,35,45,50,10,9,4,7,3,1,8,6,2,5,4,3,6,3,1,0,0,0,0,1
2010,33,team_2,Real Sporting,Sevilla,team_2,41,38,33,46,7,8,2,7,4,2,9,9,6,6,4,0,12,5,0,0,0,0,2,1
2010,33,team_2,Barcelona,Espanyol,draw,19,40,80,26,15,8,11,1,0,3,1,10,1,5,4,5,1,13,5,0,0,0,0,1
2010,33,team_2,Atlético,Villarreal,team_2,50,44,48,46,9,11,2,2,4,2,10,10,3,3,4,4,10,8,0,0,0,0,2,1
2010,33,team_2,Almería,Deportivo,draw,45,42,34,33,7,8,2,4,3,5,10,8,6,3,4,4,14,9,0,0,0,0,2,1
2010,33,team_2,Real Valladolid,Málaga,draw,54,42,32,37,3,5,2,2,7,6,7,8,7,5,6,6,19,17,1,0,0,1,0,0
2010,33,team_2,Racing,Xerez,draw,46,54,34,28,3,4,5,2,8,9,5,9,5,3,6,5,15,20,1,1,0,0,0,0
2010,33,team_2,Getafe,Tenerife,team_2,40,61,46,31,9,6,5,1,4,5,9,12,3,5,2,3,7,18,2,1,0,0,0,0
2010,33,team_2,Real Zaragoza,Athletic,draw,56,44,38,45,6,10,2,4,5,3,10,9,5,2,4,4,16,6,0,0,1,0,0,1
2010,33,team_2,Valencia,Real Madrid,team_2,35,29,52,85,10,15,7,11,1,1,6,3,5,0,3,2,3,2,1,1,0,0,0,0
2010,33,team_2,Osasuna,Mallorca,team_2,37,37,30,50,6,13,4,2,4,2,10,8,6,0,2,7,11,4,0,0,1,1,0,0
2010,34,team_2,Xerez,Barcelona,team_2,56,19,30,80,4,15,2,11,9,0,9,1,4,1,5,5,20,1,0,0,1,1,0,0
2010,34,team_2,Real Madrid,Real Zaragoza,team_1,29,56,87,38,16,6,11,2,1,5,3,10,0,5,2,5,2,16,2,0,0,2,0,0
2010,34,team_2,Deportivo,Valencia,team_2,42,37,33,52,8,10,4,7,5,1,8,7,4,5,4,3,9,3,0,0,1,0,0,1
2010,34,team_2,Real Valladolid,Real Sporting,team_1,54,44,32,33,3,7,2,2,7,4,7,10,7,6,7,4,19,14,0,0,1,0,0,3
2010,34,team_2,Espanyol,Almería,team_1,40,45,26,34,8,7,1,2,3,3,10,10,6,6,5,5,11,13,0,0,1,1,0,0
2010,34,team_2,Villarreal,Racing,team_1,45,48,48,36,12,3,2,5,2,8,10,5,3,5,4,7,6,15,1,0,0,1,0,0
2010,34,team_2,Málaga,Mallorca,draw,42,37,37,52,5,14,2,2,6,2,8,8,6,0,6,7,17,4,0,1,2,0,0,0
2010,34,team_2,Tenerife,Atlético,team_2,63,52,34,49,7,9,1,2,5,4,12,11,5,3,3,4,18,10,2,0,0,0,0,3
2010,34,team_2,Sevilla,Getafe,team_2,38,43,49,48,9,9,7,5,2,4,9,10,6,3,0,2,5,8,1,0,0,0,0,1
2010,34,team_2,Athletic,Osasuna,draw,44,39,45,30,10,6,4,4,3,4,9,11,3,6,4,2,7,12,0,0,1,0,0,1
2010,35,team_2,Real Sporting,Málaga,draw,46,43,33,38,7,5,2,2,5,6,10,8,6,6,4,7,14,17,0,0,0,3,4,0
2010,35,team_2,Real Zaragoza,Deportivo,team_1,58,43,39,33,6,8,2,4,6,5,10,9,5,4,5,4,16,9,0,0,0,0,1,1
2010,35,team_2,Almería,Xerez,team_2,46,59,34,31,7,4,2,2,4,9,10,10,6,4,5,5,13,20,0,0,0,0,1,1
2010,35,team_2,Racing,Tenerife,team_2,50,66,37,35,3,7,5,1,9,5,5,13,5,5,7,3,15,19,0,0,0,0,1,1
2010,35,team_2,Getafe,Real Valladolid,draw,46,54,52,34,10,3,5,3,4,7,10,7,3,7,2,7,7,18,1,1,0,0,0,0
2010,35,team_2,Valencia,Espanyol,team_1,37,40,53,27,11,8,7,2,1,3,7,10,5,6,3,5,3,11,1,1,0,0,0,0
2010,35,team_2,Barcelona,Villarreal,team_1,20,46,83,50,16,12,11,3,0,2,1,10,1,3,5,4,1,6,1,2,0,0,0,0
2010,35,team_2,Atlético,Sevilla,team_2,53,42,52,52,10,9,2,7,4,2,11,10,3,6,4,0,10,5,1,0,0,0,0,1
2010,35,team_2,Osasuna,Real Madrid,team_2,39,30,30,89,6,16,4,12,4,1,11,3,7,0,2,2,12,2,0,3,1,0,0,0
2010,35,team_2,Mallorca,Athletic,team_1,38,44,53,45,14,10,2,4,2,3,8,9,1,3,7,5,4,8,0,0,1,2,0,0
2010,36,team_2,Real Sporting,Getafe,draw,47,46,34,52,7,10,2,5,5,4,10,10,6,3,5,3,14,7,0,0,1,1,0,0
2010,36,team_2,Villarreal,Almería,team_2,50,48,51,35,12,7,3,2,3,4,10,11,3,6,4,5,6,13,0,0,0,0,1,2
2010,36,team_2,Tenerife,Barcelona,team_2,67,21,37,87,8,16,1,12,5,0,13,1,5,1,3,5,18,1,1,2,0,0,0,0
2010,36,team_2,Xerez,Valencia,team_2,60,37,33,55,5,11,2,8,9,1,10,7,4,5,5,3,20,3,1,2,0,0,0,0
2010,36,team_2,Sevilla,Racing,team_1,43,52,55,38,10,3,7,5,2,9,10,6,6,5,0,7,5,16,1,0,0,0,0,2
2010,36,team_2,Real Valladolid,Atlético,team_2,54,56,34,53,3,10,3,2,7,4,7,12,8,3,7,4,19,10,0,0,1,0,0,1
2010,36,team_2,Espanyol,Real Zaragoza,team_2,42,58,27,40,8,6,2,3,4,6,10,10,6,5,5,5,11,15,0,1,0,0,1,0
2010,36,team_2,Deportivo,Osasuna,team_2,44,42,33,32,8,6,4,4,6,4,9,12,4,7,4,2,9,12,0,0,0,0,2,1
2010,36,team_2,Málaga,Athletic,draw,44,47,39,46,5,10,2,4,6,4,8,9,7,3,7,5,17,8,0,0,4,0,0,1
2010,36,team_2,Real Madrid,Mallorca,team_1,32,39,92,56,17,14,12,3,1,2,3,8,0,1,2,7,2,4,4,1,0,0,0,0
2010,37,team_2,Málaga,Getafe,team_2,45,47,40,53,5,10,2,5,6,4,8,10,7,4,8,3,16,6,0,0,5,2,0,0
2010,37,team_2,Mallorca,Deportivo,team_2,43,47,57,34,14,8,3,4,3,6,8,10,1,4,7,4,5,10,0,0,0,0,1,3
2010,37,team_2,Osasuna,Espanyol,team_2,43,43,35,27,7,8,4,2,4,4,12,11,7,6,2,5,11,12,1,0,0,0,0,2
2010,37,team_2,Real Zaragoza,Xerez,team_2,58,63,41,34,7,5,3,2,6,9,10,11,5,4,5,5,14,20,2,0,0,0,0,1
2010,37,team_2,Valencia,Villarreal,team_2,38,54,58,53,12,12,8,3,1,3,7,11,5,3,3,4,3,7,3,0,0,0,0,2
2010,37,team_2,Almería,Tenerife,draw,50,71,39,38,8,8,2,1,4,5,11,14,6,5,5,3,13,18,1,0,0,0,0,1
2010,37,team_2,Barcelona,Sevilla,team_1,22,44,91,60,17,10,12,8,0,2,1,10,1,6,5,0,1,4,3,2,0,0,0,0
2010,37,team_2,Racing,Real Valladolid,team_2,57,57,39,35,3,3,5,3,10,7,6,8,5,8,7,7,17,19,0,0,0,0,3,1
2010,37,team_2,Atlético,Real Sporting,draw,57,48,56,35,11,7,2,2,4,5,12,10,3,6,4,6,9,15,1,0,0,2,0,0
2010,37,team_2,Athletic,Real Madrid,team_2,48,33,47,96,10,17,4,13,4,1,9,3,4,0,5,2,8,2,0,5,1,0,0,0
2010,38,team_2,Deportivo,Athletic,team_2,47,53,35,48,9,10,4,4,6,4,10,10,4,4,4,5,10,8,1,0,0,0,0,1
2010,38,team_2,Getafe,Atlético,team_1,48,58,55,57,11,11,5,2,4,4,10,12,4,3,3,5,6,9,1,0,0,1,0,0
2010,38,team_2,Villarreal,Real Zaragoza,draw,54,61,55,43,13,7,3,3,3,6,11,11,3,5,4,5,7,15,1,0,0,0,0,1
2010,38,team_2,Sevilla,Almería,team_1,47,52,62,41,10,8,8,2,3,4,10,11,6,6,0,6,4,12,0,0,0,1,1,0
2010,38,team_2,Espanyol,Mallorca,team_2,44,44,29,57,9,14,2,3,4,3,11,9,6,1,5,7,11,5,1,0,0,0,0,2
